nome_estacao;cod_estacao;bacia;sub_bacia;operadora;responsavel;municipio_uf;municipio;uf;latitude;longitude;altitude;cod_rio;nome_rio;origem;status_estacao
PARQUE DE EVENTOS PINHAL DA SERRA;02751066;7;70;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;PINHAL DA SERRA-RS;PINHAL DA SERRA;RS;-27.87920;-51.17690;0.00;0;;RHN;Ativo
UHE FOZ DO CHAPECÓ NONOAI;02752032;7;73;00442 - FOZ DO CHAPECÓ - Foz do Chapecó Energia S.A;00442 - FOZ DO CHAPECÓ - Foz do Chapecó Energia S.A;NONOAI-RS;NONOAI;RS;-27.33250;-52.78720;594.00;0;;Setor Elétrico;Ativo
UHE ITÁ ERECHIM PLU;02752035;7;73;00804 - CONS.ITÁ - Consórcio UHE Itá;00804 - CONS.ITÁ - Consórcio UHE Itá;ERECHIM-RS;ERECHIM;RS;-27.65750;-52.32030;767.00;0;;Setor Elétrico;Ativo
CGH RIO FORTALEZA BARRAMENTO;02753057;7;74;00179 - CRELUZ G - CRELUZ G;00179 - CRELUZ G - CRELUZ G;ERVAL SECO-RS;ERVAL SECO;RS;-27.47360;-53.45780;341.00;74203100;ARROIO FORTALEZA;Setor Elétrico;Ativo
CGH LINHA GRANJA VELHA BARRAMENTO;02753058;7;74;00179 - CRELUZ G - CRELUZ G;00179 - CRELUZ G - CRELUZ G;TAQUARUÇU DO SUL-RS;TAQUARUÇU DO SUL;RS;-27.42670;-53.54000;277.00;0;;Setor Elétrico;Ativo
CGH CAA YARI BARRAMENTO;02754026;7;74;00179 - CRELUZ G - CRELUZ G;00179 - CRELUZ G - CRELUZ G;CRISSIUMAL-RS;CRISSIUMAL;RS;-27.42860;-54.12170;184.00;74301600;LAJEADO GRANDE;Setor Elétrico;Ativo
VACARIA;02850045;7;70;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;VACARIA-RS;VACARIA;RS;-28.48970;-50.93610;956.00;0;;RHN;Ativo
GUAPORÉ;02851044;8;86;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;GUAPORÉ-RS;GUAPORÉ;RS;-28.84440;-51.87920;520.00;0;;RHN;Ativo
UHE MACHADINHO LAGOA VERMELHA;02851061;7;72;00808 - CONS.MACHADINHO - Consórcio UHE Machadinho;00808 - CONS.MACHADINHO - Consórcio UHE Machadinho;LAGOA VERMELHA-RS;LAGOA VERMELHA;RS;-28.22220;-51.51250;805.00;0;;Setor Elétrico;Ativo
IBIRAIARAS;02851072;8;86;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;IBIRAIARAS-RS;IBIRAIARAS;RS;-28.38110;-51.63310;788.00;0;;RHN;Ativo
CGH SÃO DOMINGOS DO PRATA BARRAMENTO;02851080;8;86;01187 - DOMINGOS PRATA - Usina São Domingos do Prata Ltda.;01187 - DOMINGOS PRATA - Usina São Domingos do Prata Ltda.;VISTA ALEGRE DO PRATA-RS;VISTA ALEGRE DO PRATA;RS;-28.80920;-51.73640;411.00;0;;Setor Elétrico;Ativo
CSG IPÊ - 1171;02851092;8;86;01398 - CSG - Concessionária da Serra Gaucha;01398 - CSG - Concessionária da Serra Gaucha;IPÊ-RS;IPÊ;RS;-28.66780;-51.17310;814.00;0;;RHN;Ativo
CSG ANTÔNIO PRADO - 1248;02851093;8;86;01398 - CSG - Concessionária da Serra Gaucha;01398 - CSG - Concessionária da Serra Gaucha;ANTÔNIO PRADO-RS;ANTÔNIO PRADO;RS;-28.93830;-51.18810;336.00;0;;RHN;Ativo
CSG CAPELA DE SANTANA - 1250;02851156;8;87;01398 - CSG - Concessionária da Serra Gaucha;01398 - CSG - Concessionária da Serra Gaucha;CAPELA DE SANTANA-RS;CAPELA DE SANTANA;RS;-29.67390;-51.41690;-2.00;0;;RHN;Ativo
CSG SÃO SEBASTIÃO DO CAI - 1257;02851157;8;87;01398 - CSG - Concessionária da Serra Gaucha;01398 - CSG - Concessionária da Serra Gaucha;SÃO SEBASTIÃO DO CAÍ-RS;SÃO SEBASTIÃO DO CAÍ;RS;-29.63970;-51.29280;60.00;0;;RHN;Ativo
AULER;02852004;8;86;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;SOLEDADE-RS;SOLEDADE;RS;-28.80390;-52.38170;700.00;0;;RHN;Ativo
UHE PASSO FUNDO PLU;02852057;7;73;00112 - ENGIE - Engie Brasil Energia S.A.;00112 - ENGIE - Engie Brasil Energia S.A.;PASSO FUNDO-RS;PASSO FUNDO;RS;-28.22670;-52.40330;684.00;0;;Setor Elétrico;Ativo
CGH LINHA CURUÇU JUSANTE;02852079;8;85;01321 - LINHA CURUÇÚ - CGH Linha Curuçú Ltda.;01321 - LINHA CURUÇÚ - CGH Linha Curuçú Ltda.;SOLEDADE-RS;SOLEDADE;RS;-28.85220;-52.68670;499.00;0;;Setor Elétrico;Ativo
CGH JOÃO DO PASSO BARRAMENTO;02853056;7;75;01190 - MFB - MFB Participações Ltda.;01190 - MFB - MFB Participações Ltda.;CONDOR-RS;CONDOR;RS;-28.24500;-53.41560;439.00;75101100;RIO PALMEIRA;Setor Elétrico;Ativo
CGH MOINHO BARRAMENTO;02853058;7;75;01265 - Moinho Geração - Moinho Geração e Comércio de Energia Elétrica...;01265 - Moinho Geração - Moinho Geração e Comércio de Energia Elétrica...;BOA VISTA DO CADEADO-RS;BOA VISTA DO CADEADO;RS;-28.54390;-53.81140;0.00;0;;Setor Elétrico;Ativo
SANTA TECLA TUPANCIRETÃ;02854036;7;75;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;TUPANCIRETA-RS;TUPANCIRETA;RS;-28.90030;-54.15890;0.00;0;;RHN;Ativo
CGH COOPERMIL JUSANTE;02854039;7;74;01211 - COOPERMIL - Cooperativa Mista São Luiz LTDA.;01211 - COOPERMIL - Cooperativa Mista São Luiz LTDA.;GUARANI DAS MISSÕES-RS;GUARANI DAS MISSÕES;RS;-28.13890;-54.54640;245.00;0;;Setor Elétrico;Ativo
CAPÃO DOS COXOS;02950045;8;87;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;SÃO FRANCISCO DE PAULA-RS;SÃO FRANCISCO DE PAULA;RS;-29.40830;-50.58420;890.00;0;;RHN;Ativo
AEROPORTO CAPÁO DA CANOA;02950104;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;CAPÃO DA CANOA-RS;CAPÃO DA CANOA;RS;-29.76610;-50.03830;0.00;0;;RHN;Ativo
FAZENDA TAIPAS - S.F. DE PAULA;02950108;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SÃO FRANCISCO DE PAULA-RS;SÃO FRANCISCO DE PAULA;RS;-29.46860;-50.45190;0.00;0;;RHN;Ativo
PZ_PAROBÉ;02950118;8;87;00082 - SGB-CPRM - Serviço Geológico do Brasil;00082 - SGB-CPRM - Serviço Geológico do Brasil;PAROBÉ-RS;PAROBÉ;RS;-29.66810;-50.82310;0.00;0;;Poços;Ativo
MORRO REUTER;02951142;8;87;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;MORRO REUTER-RS;MORRO REUTER;RS;-29.52890;-51.03690;492.00;0;;RHN;Ativo
CGH BOA VISTA BARRAMENTO;02951146;8;86;01044 - CERTEL - Certel Energias Renováveis S.A;01044 - CERTEL - Certel Energias Renováveis S.A;ESTRELA-RS;ESTRELA;RS;-29.47280;-51.86810;33.00;0;;Setor Elétrico;Ativo
CSG CARLOS BARBOSA - 1197;02951154;8;87;01398 - CSG - Concessionária da Serra Gaucha;01398 - CSG - Concessionária da Serra Gaucha;CARLOS BARBOSA-RS;CARLOS BARBOSA;RS;-29.33610;-51.41560;171.00;0;;RHN;Ativo
CSG FARROUPILHA - 1215;02951155;8;87;01398 - CSG - Concessionária da Serra Gaucha;01398 - CSG - Concessionária da Serra Gaucha;FARROUPILHA-RS;FARROUPILHA;RS;-29.32280;-51.34720;365.00;0;;RHN;Ativo
FAZ. SÃO JOSÉ LINHA CARVALHO;02952065;8;85;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SINIMBU-RS;SINIMBU;RS;-29.38220;-52.71580;0.00;0;;RHN;Ativo
RINCÃO DO HERVAL CERRO BRANCO;02953073;8;85;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;CERRO BRANCO-RS;CERRO BRANCO;RS;-29.62920;-53.02890;0.00;0;;RHN;Ativo
FAZENDA SANTA TEREZA S.F. DE ASSIS;02954044;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SÃO FRANCISCO DE ASSIS-RS;SÃO FRANCISCO DE ASSIS;RS;-29.32780;-54.94750;0.00;0;;RHN;Ativo
PZ_SÃO PEDRO DO SUL;02954053;7;76;00082 - SGB-CPRM - Serviço Geológico do Brasil;00082 - SGB-CPRM - Serviço Geológico do Brasil;SÃO PEDRO DO SUL-RS;SÃO PEDRO DO SUL;RS;-29.63530;-54.28390;0.00;0;;Poços;Ativo
FAZENDA CORDILHEIRA S.F. DE ASSIS;02955024;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SÃO FRANCISCO DE ASSIS-RS;SÃO FRANCISCO DE ASSIS;RS;-29.42640;-55.15830;0.00;0;;RHN;Ativo
PZ_SÃO FRANCISCO DE ASSIS;02955026;7;76;00082 - SGB-CPRM - Serviço Geológico do Brasil;00082 - SGB-CPRM - Serviço Geológico do Brasil;SÃO FRANCISCO DE ASSIS-RS;SÃO FRANCISCO DE ASSIS;RS;-29.47080;-55.28580;0.00;0;;Poços;Ativo
AGROP. CERRO DO COQUEIRO URUGUAIANA;02956013;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;URUGUAIANA-RS;URUGUAIANA;RS;-29.77860;-56.52060;0.00;0;;RHN;Ativo
PZ_URUGUAIANA;02956017;7;76;00082 - SGB-CPRM - Serviço Geológico do Brasil;00082 - SGB-CPRM - Serviço Geológico do Brasil;URUGUAIANA-RS;URUGUAIANA;RS;-29.47060;-56.66780;0.00;0;;Poços;Ativo
PORTO ALEGRE - CPRM;03051043;8;87;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;PORTO ALEGRE-RS;PORTO ALEGRE;RS;-30.07220;-51.22810;10.00;0;;Açudes Semiárido;Ativo
ZONA DOS PACHECOS;03051074;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;BARÃO DO TRIUNFO-RS;BARÃO DO TRIUNFO;RS;-30.50530;-51.90030;0.00;0;;RHN;Ativo
BARRO VERMELHO;03053021;8;85;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;CACHOEIRA DO SUL-RS;CACHOEIRA DO SUL;RS;-30.14060;-53.15890;100.00;0;;RHN;Ativo
IBARE;03054019;7;76;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;LAVRAS DO SUL-RS;LAVRAS DO SUL;RS;-30.77440;-54.22470;0.00;0;;RHN;Ativo
AGROP. SEGREDO - MARCO DAS ÁGUAS;03054028;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;LAVRAS DO SUL-RS;LAVRAS DO SUL;RS;-30.74780;-54.13750;0.00;0;;RHN;Ativo
FAZENDA SÃO GABRIEL;03054030;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SÃO GABRIEL-RS;SÃO GABRIEL;RS;-30.48110;-54.55330;0.00;0;;RHN;Ativo
FAZENDA ENCERRA;03055003;7;77;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;SANTANA DO LIVRAMENTO-RS;SANTANA DO LIVRAMENTO;RS;-30.69560;-55.84140;300.00;0;;RHN;Ativo
CERRO DO COMBATE;03055019;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SANTANA DO LIVRAMENTO-RS;SANTANA DO LIVRAMENTO;RS;-30.54690;-55.31970;0.00;0;;RHN;Ativo
PZ_SANTANA DO LIVRAMENTO;03055022;7;76;00082 - SGB-CPRM - Serviço Geológico do Brasil;00082 - SGB-CPRM - Serviço Geológico do Brasil;SANTANA DO LIVRAMENTO-RS;SANTANA DO LIVRAMENTO;RS;-30.89750;-55.52560;0.00;0;;Poços;Ativo
PZ_QUARAÍ;03056031;7;77;00082 - SGB-CPRM - Serviço Geológico do Brasil;00082 - SGB-CPRM - Serviço Geológico do Brasil;QUARAÍ-RS;QUARAÍ;RS;-30.47500;-56.30080;0.00;0;;Poços;Ativo
ESTÂNCIA DA GRAÇA;03152051;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;PELOTAS-RS;PELOTAS;RS;-31.62580;-52.23000;0.00;0;;RHN;Ativo
USINA TERMOELÉTRICA PIRATINI;03153035;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;PIRATINI-RS;PIRATINI;RS;-31.24190;-53.18080;0.00;0;;RHN;Ativo
ADUANA ACEGUÁ;03154011;8;88;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;ACEGUÁ-RS;ACEGUÁ;RS;-31.86610;-54.16720;0.00;0;;RHN;Ativo
PASSO SÃO LUIS;03154015;7;79;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;BAGÉ-RS;BAGÉ;RS;-31.51190;-54.51140;0.00;79101000;RIO NEGRO;RHN;Ativo
UHE BARRA GRANDE FAXINAL PRETO;70120000;7;70;00150 - BAESA - Energética Barra Grande S.A-BAESA;00150 - BAESA - Energética Barra Grande S.A-BAESA;SÃO JOSÉ DOS AUSENTES-RS;SÃO JOSÉ DOS AUSENTES;RS;-28.44560;-49.89750;925.00;70000100;RIO PELOTAS;Setor Elétrico;Ativo
UHE BARRA GRANDE PASSO DO HONORATO;70150000;7;70;00150 - BAESA - Energética Barra Grande S.A-BAESA;00150 - BAESA - Energética Barra Grande S.A-BAESA;BOM JESUS-RS;BOM JESUS;RS;-28.39440;-50.57560;691.00;70000100;RIO PELOTAS;Setor Elétrico;Ativo
UHE BARRA GRANDE SANTANA;70710000;7;70;00150 - BAESA - Energética Barra Grande S.A-BAESA;00150 - BAESA - Energética Barra Grande S.A-BAESA;VACARIA-RS;VACARIA;RS;-28.26280;-50.76080;872.00;70316000;RIO SANTANA;Setor Elétrico;Ativo
CGH DESPRAIADO BARRAMENTO;70719700;7;70;01221 - PILLARES - Pillares Energy - Geração De Energia S.A;01221 - PILLARES - Pillares Energy - Geração De Energia S.A;VACARIA-RS;VACARIA;RS;-28.32080;-50.86530;879.00;70331000;RIO SOCORRO;Setor Elétrico;Ativo
CGH DESPRAIADO JUSANTE;70719750;7;70;01221 - PILLARES - Pillares Energy - Geração De Energia S.A;01221 - PILLARES - Pillares Energy - Geração De Energia S.A;VACARIA-RS;VACARIA;RS;-28.31000;-50.85920;0.00;70331000;RIO SOCORRO;Setor Elétrico;Ativo
CGH TRÊS MARIAS BARRAMENTO;70719760;7;70;01185 - BORTOLON - Bortolon Hidrelétrica Ltda.;01185 - BORTOLON - Bortolon Hidrelétrica Ltda.;VACARIA-RS;VACARIA;RS;-28.29940;-50.85530;840.00;70331000;RIO SOCORRO;Setor Elétrico;Ativo
CGH TRÊS MARIAS JUSANTE;70719860;7;70;01185 - BORTOLON - Bortolon Hidrelétrica Ltda.;01185 - BORTOLON - Bortolon Hidrelétrica Ltda.;VACARIA-RS;VACARIA;RS;-28.29190;-50.84810;819.00;70331000;RIO SOCORRO;Setor Elétrico;Ativo
CGH PASSO DO BURACO BARRAMENTO;70719960;7;70;01243 - Z-4 GERAÇÃO - Z-4 Geração de Energia Ltda.;01243 - Z-4 GERAÇÃO - Z-4 Geração de Energia Ltda.;VACARIA-RS;VACARIA;RS;-28.28580;-50.84000;820.00;70331000;RIO SOCORRO;Setor Elétrico;Ativo
CGH PASSO DO BURACO JUSANTE;70719990;7;70;01243 - Z-4 GERAÇÃO - Z-4 Geração de Energia Ltda.;01243 - Z-4 GERAÇÃO - Z-4 Geração de Energia Ltda.;VACARIA-RS;VACARIA;RS;-28.28720;-50.83360;810.00;70331000;RIO SOCORRO;Setor Elétrico;Ativo
UHE BARRA GRANDE SOCORRO;70720000;7;70;00150 - BAESA - Energética Barra Grande S.A-BAESA;00150 - BAESA - Energética Barra Grande S.A-BAESA;VACARIA-RS;VACARIA;RS;-28.28690;-50.83330;811.00;70331000;RIO SOCORRO;Setor Elétrico;Ativo
CGH BRUNA JUSANTE;70740000;7;70;01375 - FRADE GERAÇÃO - Rio do Frade Geração de Energia Ltda.;01375 - FRADE GERAÇÃO - Rio do Frade Geração de Energia Ltda.;ESMERALDA-RS;ESMERALDA;RS;-28.02000;-51.02030;770.00;70370000;RIO DO FRADE;Setor Elétrico;Ativo
UHE BARRA GRANDE BARRAMENTO;70840080;7;70;00150 - BAESA - Energética Barra Grande S.A-BAESA;00150 - BAESA - Energética Barra Grande S.A-BAESA;PINHAL DA SERRA-RS;PINHAL DA SERRA;RS;-27.78000;-51.19170;0.00;70000100;RIO PELOTAS;Setor Elétrico;Ativo
PCH MOINHO MONTANTE;70841500;7;70;00590 - MOINHO - Moinho S.A;00590 - MOINHO - Moinho S.A;ESMERALDA-RS;ESMERALDA;RS;-28.08190;-51.25830;826.00;70380000;RIO BERNARDO JOSÉ;Setor Elétrico;Ativo
PCH ESMERALDA MONTANTE 2;70842000;7;70;00534 - ESMERALDA - Esmeralda S.A;00534 - ESMERALDA - Esmeralda S.A;ESMERALDA-RS;ESMERALDA;RS;-27.96310;-51.33750;774.00;70380000;RIO BERNARDO JOSÉ;Setor Elétrico;Ativo
PCH SÃO BERNARDO MONTANTE;70843000;7;70;00279 - CJ ENERGETICA - CJ Energética S.A;00279 - CJ ENERGETICA - CJ Energética S.A;PINHAL DA SERRA-RS;PINHAL DA SERRA;RS;-27.85690;-51.36110;726.00;70380000;RIO BERNARDO JOSÉ;Setor Elétrico;Ativo
PCH ESMERALDA ARROIO SÃO JOAQUIM;70843500;7;70;00534 - ESMERALDA - Esmeralda S.A;00534 - ESMERALDA - Esmeralda S.A;LAGOA VERMELHA-RS;LAGOA VERMELHA;RS;-27.85720;-51.38140;712.00;70380400;ARROIO SÃO JOAQUIM;Setor Elétrico;Ativo
PCH ESMERALDA MONTANTE 1;70844200;7;70;00534 - ESMERALDA - Esmeralda S.A;00534 - ESMERALDA - Esmeralda S.A;BARRACÃO-RS;BARRACÃO;RS;-27.81970;-51.37530;700.00;70380000;RIO BERNARDO JOSÉ;Setor Elétrico;Ativo
PCH ESMERALDA BARRAMENTO;70844300;7;70;00534 - ESMERALDA - Esmeralda S.A;00534 - ESMERALDA - Esmeralda S.A;BARRACÃO-RS;BARRACÃO;RS;-27.78860;-51.34690;664.00;70380000;RIO BERNARDO JOSÉ;Setor Elétrico;Ativo
PCH MOINHO BARRAMENTO;70844500;7;70;00590 - MOINHO - Moinho S.A;00590 - MOINHO - Moinho S.A;PINHAL DA SERRA-RS;PINHAL DA SERRA;RS;-27.77220;-51.33330;584.00;70380000;RIO BERNARDO JOSÉ;Setor Elétrico;Ativo
PCH SÃO BERNARDO BARRAMENTO;70845000;7;70;00279 - CJ ENERGETICA - CJ Energética S.A;00279 - CJ ENERGETICA - CJ Energética S.A;BARRACÃO-RS;BARRACÃO;RS;-27.73810;-51.31330;525.00;70380000;RIO BERNARDO JOSÉ;Setor Elétrico;Ativo
PCH OURO MONTANTE;72080000;7;72;00597 - OURO - Ouro Energética S.A;00597 - OURO - Ouro Energética S.A;BARRACÃO-RS;BARRACÃO;RS;-27.64330;-51.48890;600.00;72100000;RIO MARMELEIRO;Setor Elétrico;Ativo
PCH OURO BARRAMENTO;72090000;7;72;00597 - OURO - Ouro Energética S.A;00597 - OURO - Ouro Energética S.A;BARRACÃO-RS;BARRACÃO;RS;-27.63670;-51.48970;596.00;72100000;RIO MARMELEIRO;Setor Elétrico;Ativo
UHE MACHADINHO RIO FORQUILHA;72428000;7;72;00808 - CONS.MACHADINHO - Consórcio UHE Machadinho;00808 - CONS.MACHADINHO - Consórcio UHE Machadinho;SANANDUVA-RS;SANANDUVA;RS;-27.87860;-51.75420;575.00;72101000;RIO FORQUILHA OU INHANDUVA;Setor Elétrico;Ativo
PCH FORQUILHA PASSO DO GRANZOTTO;72430050;7;72;00007 - CEEE - CEEE;00007 - CEEE - CEEE;SANANDUVA-RS;SANANDUVA;RS;-27.87860;-51.75470;0.00;72101000;RIO FORQUILHA OU INHANDUVA;Setor Elétrico;Ativo
PCH FORQUILHA IV MONTANTE;72450500;7;72;01110 - CENTRALGERADORA - Central Geradora Hidrelétrica Forquilha Ltda.;01110 - CENTRALGERADORA - Central Geradora Hidrelétrica Forquilha Ltda.;PAIM FILHO-RS;PAIM FILHO;RS;-27.71250;-51.75190;566.00;72101000;RIO FORQUILHA OU INHANDUVA;Setor Elétrico;Ativo
PCH FORQUILHA IV BARRAMENTO;72451000;7;72;01110 - CENTRALGERADORA - Central Geradora Hidrelétrica Forquilha Ltda.;01110 - CENTRALGERADORA - Central Geradora Hidrelétrica Forquilha Ltda.;MAXIMILIANO DE ALMEIDA-RS;MAXIMILIANO DE ALMEIDA;RS;-27.61470;-51.75080;510.00;72101000;RIO FORQUILHA OU INHANDUVA;Setor Elétrico;Ativo
CACIQUE DOBLE;72460000;7;72;01463 - DCRS - Defesa Civil do Rio Grande do Sul;01463 - DCRS - Defesa Civil do Rio Grande do Sul;CACIQUE  DOBLE-RS;CACIQUE  DOBLE;RS;-27.76640;-51.66670;0.00;72104450;RIO CARAZINHO;RHN;Ativo
PCH FORQUILHA MONTANTE;72480000;7;72;00007 - CEEE - CEEE;00007 - CEEE - CEEE;PAIM FILHO-RS;PAIM FILHO;RS;-27.67860;-51.73690;0.00;72101000;RIO FORQUILHA OU INHANDUVA;Setor Elétrico;Ativo
PCH FORQUILHA BARRAMENTO;72480001;7;72;00007 - CEEE - CEEE;00007 - CEEE - CEEE;MAXIMILIANO DE ALMEIDA-RS;MAXIMILIANO DE ALMEIDA;RS;-27.65890;-51.74830;533.00;72101000;RIO FORQUILHA OU INHANDUVA;Setor Elétrico;Ativo
PCH FORQUILHA JUSANTE;72480100;7;72;00007 - CEEE - CEEE;00007 - CEEE - CEEE;MAXIMILIANO DE ALMEIDA-RS;MAXIMILIANO DE ALMEIDA;RS;-27.65470;-51.75000;0.00;72101000;RIO FORQUILHA OU INHANDUVA;Setor Elétrico;Ativo
CGH LIGEIRO BARRAMENTO;72519000;7;72;01366 - RIO LIGEIRO - Energética Rio Ligeiro Ltda.;01366 - RIO LIGEIRO - Energética Rio Ligeiro Ltda.;SANTA CECÍLIA DO SUL-RS;SANTA CECÍLIA DO SUL;RS;-28.18280;-51.84030;713.00;72201000;RIO APUE OU LIGEIRO;Setor Elétrico;Ativo
CGH LIGEIRO JUSANTE;72519100;7;72;01366 - RIO LIGEIRO - Energética Rio Ligeiro Ltda.;01366 - RIO LIGEIRO - Energética Rio Ligeiro Ltda.;SANTA CECÍLIA DO SUL-RS;SANTA CECÍLIA DO SUL;RS;-28.17390;-51.84440;664.00;72201000;RIO APUE OU LIGEIRO;Setor Elétrico;Ativo
GETÚLIO VARGAS;72580500;7;72;01463 - DCRS - Defesa Civil do Rio Grande do Sul;01463 - DCRS - Defesa Civil do Rio Grande do Sul;GETÚLIO VARGAS-RS;GETÚLIO VARGAS;RS;-27.88030;-52.23220;0.00;72202070;RIO ABAUNÃ;RHN;Ativo
UHE ITÁ RIO APUAÊ;72870900;7;72;00804 - CONS.ITÁ - Consórcio UHE Itá;00804 - CONS.ITÁ - Consórcio UHE Itá;MARCELINO RAMOS-RS;MARCELINO RAMOS;RS;-27.56190;-51.85780;394.00;72202300;RIO APUAÊ-MIRIM;Setor Elétrico;Ativo
UHE FOZ DO CHAPECÓ RIO PALOMA;73200500;7;73;00442 - FOZ DO CHAPECÓ - Foz do Chapecó Energia S.A;00442 - FOZ DO CHAPECÓ - Foz do Chapecó Energia S.A;BARRA DO RIO AZUL-RS;BARRA DO RIO AZUL;RS;-27.31390;-52.39640;286.00;73100550;RIO PALOMAS;Setor Elétrico;Ativo
BARRA DO RIO AZUL - RIO AZUL;73205800;7;73;01463 - DCRS - Defesa Civil do Rio Grande do Sul;01463 - DCRS - Defesa Civil do Rio Grande do Sul;BARRA DO RIO AZUL-RS;BARRA DO RIO AZUL;RS;-27.41060;-52.41220;0.00;73100560;RIO AZUL;RHN;Ativo
UHE FOZ DO CHAPECÓ RIO DOURADINHO;73220000;7;73;00442 - FOZ DO CHAPECÓ - Foz do Chapecó Energia S.A;00442 - FOZ DO CHAPECÓ - Foz do Chapecó Energia S.A;ITATIBA DO SUL-RS;ITATIBA DO SUL;RS;-27.30000;-52.53030;298.00;73100600;RIO DOURADINHO;Setor Elétrico;Ativo
PASSO FUNDO;73371000;7;73;01463 - DCRS - Defesa Civil do Rio Grande do Sul;01463 - DCRS - Defesa Civil do Rio Grande do Sul;PASSO FUNDO-RS;PASSO FUNDO;RS;-28.24810;-52.37110;0.00;73102200;RIO PASSO FUNDO;RHN;Ativo
UHE PASSO FUNDO RIO INHUPAÇÁ;73389000;7;73;00112 - ENGIE - Engie Brasil Energia S.A.;00112 - ENGIE - Engie Brasil Energia S.A.;SERTÃO-RS;SERTÃO;RS;-27.95470;-52.53830;587.00;73102300;RIO INHUPACA;Setor Elétrico;Ativo
UHE PASSO FUNDO MONTANTE;73390000;7;73;00112 - ENGIE - Engie Brasil Energia S.A.;00112 - ENGIE - Engie Brasil Energia S.A.;PONTÃO-RS;PONTÃO;RS;-27.94530;-52.58110;599.00;73102200;RIO PASSO FUNDO;Setor Elétrico;Ativo
UHE PASSO FUNDO RESERVATÓRIO 2;73390100;7;73;00112 - ENGIE - Engie Brasil Energia S.A.;00112 - ENGIE - Engie Brasil Energia S.A.;QUATRO IRMÃOS-RS;QUATRO IRMÃOS;RS;-27.91810;-52.57470;615.00;73102200;RIO PASSO FUNDO;Setor Elétrico;Ativo
UHE PASSO FUNDO RESERVATÓRIO 1;73420040;7;73;00112 - ENGIE - Engie Brasil Energia S.A.;00112 - ENGIE - Engie Brasil Energia S.A.;ENTRE RIOS DO SUL-RS;ENTRE RIOS DO SUL;RS;-27.54750;-52.73190;600.00;73102200;RIO PASSO FUNDO;Setor Elétrico;Ativo
UHE PASSO FUNDO BARRAMENTO;73420080;7;73;00112 - ENGIE - Engie Brasil Energia S.A.;00112 - ENGIE - Engie Brasil Energia S.A.;ENTRE RIOS DO SUL-RS;ENTRE RIOS DO SUL;RS;-27.55390;-52.74250;600.00;73102200;RIO PASSO FUNDO;Setor Elétrico;Ativo
PCH ALBANO MACHADO BARRAMENTO;73436000;7;73;00440 - CERV-PET - Cervejaria Petrópolis do Centro Oeste Ltda.;00440 - CERV-PET - Cervejaria Petrópolis do Centro Oeste Ltda.;TRINDADE DO SUL-RS;TRINDADE DO SUL;RS;-27.50220;-52.81060;564.00;73102100;RIO LAJEADO DO LOBO;Setor Elétrico;Ativo
